"obs","words","count"
519,"반영",347
520,"연결",347
521,"현대",345
522,"전용",345
523,"제작",343
524,"대전",343
525,"동남",342
526,"개월",341
527,"부진",341
528,"고부가가치",339
529,"실적",338
530,"등록",338
531,"상생",338
532,"학생",338
533,"국회",336
534,"마윈",335
535,"업종",335
536,"주관",334
537,"윤상",333
538,"실무",333
539,"확인",331
540,"부산시",329
541,"인정",328
542,"처리",328
543,"선발",327
544,"친환경",326
545,"수요",325
546,"대중국",325
547,"수산",325
548,"수석대표",325
549,"복지부",324
550,"지적",323
551,"조사",323
552,"etnews",323
553,"요청",323
554,"직거래",323
555,"혜택",322
556,"동안",322
557,"상공",321
558,"극복",320
559,"선언",319
560,"중국시장",318
561,"각국",318
562,"교통",318
563,"출범",318
564,"주년",318
565,"heraldcorp",317
566,"증대",317
567,"헤럴드경제",316
568,"공감",316
569,"방법",316
570,"평택항",316
571,"오픈",315
572,"본부장",315
573,"보유",314
574,"인사",314
575,"나라",314
576,"저작권자",314
577,"교수",313
578,"연간",313
579,"구역",313
580,"wto",313
581,"생활",311
582,"모집",311
583,"조직",311
584,"완화",310
585,"확충",309
586,"패션",308
587,"투자유치",308
588,"실현",307
589,"연내",307
590,"이베",306
591,"양측",306
592,"보호무역주의",306
593,"품질",305
594,"결제",304
595,"소재",304
596,"항공",304
597,"인재",304
598,"서명",304
599,"일부",303
600,"시범",302
601,"전통",302
602,"공장",301
603,"오바",301
604,"주최",301
605,"인천시",300
606,"해상",300
607,"유관기관",300
608,"아이디어",299
609,"협의체",299
610,"물류센터",299
611,"호주",298
612,"여가",298
613,"주형",298
614,"중앙회",297
615,"철폐",296
616,"다음",296
617,"구상",295
618,"기자",295
619,"산업혁명",294
620,"이행",294
621,"지역경제",293
622,"요구",292
623,"전년",289
624,"가속화",289
625,"b2c",288
626,"체제",287
627,"주민",287
628,"수주",287
629,"가지",287
630,"경환",287
631,"물품",286
632,"본사",285
633,"농수산물",284
634,"영향",284
635,"최종",284
636,"거점",284
637,"담당",284
638,"농업기술",284
639,"검토",283
640,"보건의료",283
641,"파이낸셜",283
642,"아마존",282
643,"창업자",282
644,"이해",281
645,"대중",281
646,"입장",280
647,"투입",280
648,"증진",280
649,"통신",279
650,"제외",278
651,"작업",278
652,"북한",278
653,"여러분",278
654,"주재",278
655,"합동",278
656,"대표단",278
657,"예산",277
658,"전기",275
659,"트렌드",275
660,"소득",274
661,"비용",273
662,"결합",273
663,"접근",273
664,"축하",270
665,"차관회의",269
666,"부분",268
667,"개시",268
668,"작년",267
669,"대학교",267
670,"신흥시장",267
671,"원격",267
672,"러시",266
673,"정보통신기술",266
674,"상의",266
675,"입주",266
676,"보고",265
677,"위주",265
678,"협정문",265
679,"가격",263
680,"수출액",263
681,"능력",262
682,"사전",260
683,"주문",258
684,"비관세장벽",258
685,"도내",258
686,"활력",257
687,"컨퍼런스",257
688,"공항",256
689,"부족",255
690,"위안",254
691,"축산",254
692,"국토",253
693,"첨단",252
694,"취업",252
695,"면담",252
696,"경제통합",251
697,"평화",251
698,"김재홍",251
699,"대규모",250
700,"구조",250
701,"하려",249
702,"행정",248
703,"운송",248
704,"시진핑",247
705,"결정",246
706,"개성",246
707,"쟁점",246
708,"본격적",245
709,"최선",245
710,"간소화",244
711,"3국은",244
712,"경제장관회의",244
713,"자금",243
714,"공공기관",243
715,"정도",243
716,"개편",243
717,"검역",243
718,"지구",241
719,"농림",241
720,"대구",241
721,"판단",240
722,"토론회",240
723,"도약",239
724,"인식",239
725,"중국인",239
726,"hankyung",239
727,"대화",238
728,"할인",238
729,"측은",237
730,"소통",237
731,"연속",237
732,"심사",236
733,"서비스산업",236
734,"직판",236
735,"토대",235
736,"본부",235
737,"하자",235
738,"고려",235
739,"의지",235
740,"벤처기업",235
741,"3국간",235
742,"중점",234
743,"다자",231
744,"해당",230
745,"공간",230
746,"의제",230
747,"진입",229
748,"속도",229
749,"영상",229
750,"약속",228
751,"애로사항",228
752,"적용",227
753,"신재생",227
754,"복합",227
755,"우려",226
756,"포토",226
757,"유럽",226
758,"협력방안",226
759,"기후",226
760,"무역금융",225
761,"국경",224
762,"특성",224
763,"이동",224
764,"비준",224
765,"인턴",223
766,"펀드",222
767,"절감",222
768,"전담",222
769,"채택",222
770,"b2b",221
771,"우정",221
772,"실크로드",221
773,"광고",220
774,"위원장",220
775,"우체국",220
776,"이런일이",220
777,"잠재력",218
778,"급성장",218
779,"화물",218
780,"도전",217
781,"국내외",217
782,"사업자",216
783,"파워셀러",216
784,"교두보",215
785,"경제외교",215
786,"스타",215
787,"병원",215
788,"수행",215
789,"부위원장",215
790,"건강",214
791,"대회",214
792,"장터",214
793,"가공",213
794,"일대",213
795,"극대화",213
796,"벤처",212
797,"비전",212
798,"주석",212
799,"유학생",212
800,"방한",211
801,"파트너",211
802,"원장",211
803,"상대",210
804,"부회장",210
805,"1차관",210
806,"원활화",210
807,"하고",209
808,"선도",209
809,"동력",209
810,"시범사업",209
811,"경진대회",208
812,"촬영",207
813,"역사",207
814,"copyrights",207
815,"우리기업",207
816,"특산물",207
817,"클러스터",206
818,"제조",206
819,"heraldbiz",206
820,"방송",205
821,"민관",205
822,"역대",204
823,"규정",204
824,"한국경제",204
825,"중간",204
826,"트레이드",204
827,"면세점",204
828,"지자체",203
829,"수산물",203
830,"감원",203
831,"위생",202
832,"생태계",202
833,"부장",202
834,"전문인력",201
835,"확정",200
836,"필리",200
837,"직접",200
838,"파트너십",200
839,"조속",200
840,"원스톱",198
841,"의약품",198
842,"보급",197
843,"이슈",197
844,"허브",197
845,"가입",197
846,"조치",197
847,"물동량",196
848,"지사",196
849,"통상교섭",196
850,"사람",195
851,"판로",195
852,"취임",195
853,"주장",194
854,"마무리",194
855,"산동",194
856,"강의",193
857,"일반",193
858,"부담",193
859,"사용",192
860,"고도화",192
861,"신시장",192
862,"기도",192
863,"참석자",192
864,"불과",191
865,"으로",191
866,"제고",191
867,"직원",191
868,"공인",191
869,"말레이",191
870,"형성",191
871,"청사",191
872,"마지막",191
873,"시상식",191
874,"양자",191
875,"직구",190
876,"무역관",190
877,"성공사례",190
878,"모두",189
879,"유일",189
880,"재산권",189
881,"대학생",189
882,"제3국",189
883,"무료",188
884,"과거",188
885,"완료",188
886,"비즈",188
887,"무엇",187
888,"위치",187
889,"상사",187
890,"정치",186
891,"위원",186
892,"언급",185
893,"일환",185
894,"싱글",185
895,"당국",184
896,"재단",184
897,"정상외교",184
898,"인천항",184
899,"소상공인",183
900,"대사",183
901,"장관회의",183
902,"측면",182
903,"여행",182
904,"전력",182
905,"건의",182
906,"지재",182
907,"단장",182
908,"이전",181
909,"축사",181
910,"조달",180
911,"장기",180
912,"채용",180
913,"협조",180
914,"독립",179
915,"발생",179
916,"범위",179
917,"그간",179
918,"실제",179
919,"당시",179
920,"창고",179
921,"팀장",179
922,"디자인",178
923,"선점",177
924,"농특산물",177
925,"외국인",177
926,"최신",176
927,"무협",176
928,"정부조달",176
929,"도출",176
930,"우태희",176
931,"컨테이너",176
932,"수요가",175
933,"전개",175
934,"울산",175
935,"후속",175
936,"정보기술",175
937,"전달",175
938,"부가가치",175
939,"공동연구",175
940,"강소",174
941,"뉴스1코리아",174
942,"유망품목",174
943,"활발",173
944,"거대",173
945,"문화콘텐츠",173
946,"항로",173
947,"이틀",172
948,"현안",172
949,"저우",172
950,"이사",172
951,"재개",172
952,"카페24",171
953,"예비",171
954,"2차관",171
955,"관계장관회의",171
956,"반도체",170
957,"중앙",170
958,"문재",170
959,"추세",169
960,"회원",169
961,"상태",168
962,"선진국",168
963,"섬유",168
964,"구제",168
965,"다음달",168
966,"주도",167
967,"부상",166
968,"자체",166
969,"정연",166
970,"뷰티",166
971,"asem",166
972,"거리",165
973,"환영",165
974,"통상장관회의",165
975,"윤성규",165
976,"챕터",164
977,"관광객",164
978,"한계",164
979,"특송",164
980,"영역",163
981,"기계",163
982,"요소",163
983,"판로개척",163
984,"시험",162
985,"사이버",162
986,"둔화",162
987,"개소",162
988,"유도",162
989,"한반도",162
990,"전북",162
991,"의류",161
992,"자료",161
993,"공개",161
994,"브리핑",160
995,"해주",160
996,"신뢰",159
997,"이하",159
998,"드라마",159
999,"상당",159
1000,"유력",159
1001,"형태",159
1002,"대행",159
1003,"심화",159
1004,"태국",159
1005,"금융지원",159
1006,"담당자",159
1007,"공공",158
1008,"매장",157
1009,"국가주석",157
1010,"지역별",157
1011,"협력사업",157
1012,"생활용품",156
1013,"신속",156
1014,"연합",156
1015,"지속가능",156
1016,"대외",156
1017,"농협",156
1018,"국내총생산",156
1019,"지적재산권",156
1020,"해운",156
1021,"할랄",156
1022,"타워",155
1023,"토론",155
1024,"고급",155
1025,"과장",155
1026,"수입액",155
1027,"황해",155
1028,"가족",154
1029,"한국산",154
1030,"개혁",154
1031,"요인",154
1032,"유럽연합",154
1033,"솔루션",153
1034,"원칙",153
1035,"하락",153
1036,"동반",153
1037,"개정",153
1038,"서비스업",153
1039,"주간",152
1040,"표준",152
1041,"타임스",152
1042,"이기",152
1043,"전반",151
1044,"기업인",151
1045,"개별",151
1046,"유리",151
1047,"사슬",150
1048,"환태평양",150
1049,"보증",149
1050,"특산품",149
1051,"반면",148
1052,"제출",148
1053,"비교",148
1054,"피해",148
1055,"멘토링",148
1056,"급증",148
1057,"목적",148
1058,"수출확대",148
1059,"외무",148
1060,"산둥성",148
1061,"예방",147
1062,"조기",147
1063,"포스",147
1064,"제주",147
1065,"국빈",147
1066,"인기",146
1067,"연말",146
1068,"학교",146
1069,"전수",146
1070,"개통",145
1071,"제약",145
1072,"애로",145
1073,"올림픽",145
1074,"별도",144
1075,"감안",144
1076,"공조",144
1077,"유통업체",143
1078,"이유",143
1079,"공동체",143
1080,"이외",143
1081,"스포츠",143
1082,"철강",143
1083,"배후단지",143
1084,"까지",142
1085,"재확인",142
1086,"비관세",142
1087,"인센티브",142
1088,"3국이",142
1089,"도모",141
1090,"이견",141
1091,"보완",141
1092,"리커창",141
1093,"격려",141
1094,"품목별",141
1095,"싱가포르",140
1096,"접목",140
1097,"수석",140
1098,"의료기기",140
1099,"이관",140
1100,"선박",140
1101,"확장",139
1102,"불확실",139
1103,"타개",139
1104,"패러다임",139
1105,"수출업체",139
1106,"김인호",139
1107,"다각화",138
1108,"g20",138
1109,"이익",138
1110,"국장",138
1111,"개도국",138
1112,"검사",137
1113,"마트",137
1114,"접수",137
1115,"제2차",137
1116,"워크숍",137
1117,"중소상",137
1118,"정재",137
1119,"총력",136
1120,"발판",136
1121,"전세계",135
1122,"산하",135
1123,"세계무역기구",135
1124,"번영",135
1125,"가전",134
1126,"유통채널",134
1127,"본격화",134
1128,"신성장",134
1129,"물량",134
1130,"물류단지",134
1131,"사절단",134
1132,"현장방문",134
1133,"여기",133
1134,"ceo",133
1135,"일본의",133
1136,"강남",133
1137,"통상장관",133
1138,"가공무역",133
1139,"칭다오",133
1140,"연합회",133
1141,"공정거래위원장",133
1142,"대부분",132
1143,"이미지",132
1144,"엔진",132
1145,"먹거리",132
1146,"배치",132
1147,"훈련",132
1148,"체인",132
1149,"lng",132
1150,"한국기업",132
1151,"안내",131
1152,"침체",131
1153,"글로벌화",131
1154,"제정",131
1155,"정식",130
1156,"가동",130
1157,"유엔",130
1158,"위해",130
1159,"풍부",130
1160,"토스",130
1161,"제보",129
1162,"실무협상",129
1163,"유한",129
1164,"작성",128
1165,"경제권",128
1166,"주체",128
1167,"유아용품",128
1168,"수출경쟁력",128
1169,"차세대",127
1170,"초점",127
1171,"현실",127
1172,"sed",127
1173,"파악",127
1174,"장점",127
1175,"발언",127
1176,"농어촌",127
1177,"후원",127
1178,"생산자",127
1179,"약정",127
1180,"사상",126
1181,"푸드",126
1182,"이래",126
1183,"고위급",126
1184,"성장세",125
1185,"보세",125
1186,"정비",125
1187,"프리",125
1188,"협력관계",125
1189,"photo",125
1190,"플랜트",125
1191,"선제적",125
1192,"포인트",124
1193,"운용",124
1194,"동행",124
1195,"행복",123
1196,"청소년",123
1197,"통관절차",123
1198,"주영",123
1199,"독자",122
1200,"선택",122
1201,"내달",122
1202,"창업지원",122
1203,"습관",122
1204,"한경닷컴",122
1205,"허용",122
1206,"중인",122
1207,"블로그",122
1208,"아시아태평양경제협력",122
1209,"간부회의",122
1210,"상파",122
1211,"영화",121
1212,"포털",121
1213,"보안",121
1214,"시티",121
1215,"언론",121
1216,"헬스",121
1217,"총괄",121
1218,"석유화학",121
1219,"세부",121
1220,"제6차",121
1221,"목포",121
1222,"병행",120
1223,"자격",120
1224,"사실",120
1225,"목소리",120
1226,"o2o",120
1227,"진전",120
1228,"산학",120
1229,"프랑스",120
1230,"사무",120
1231,"후속조치",120
1232,"수출품목",120
1233,"수출전략",119
1234,"신선",119
1235,"당초",119
1236,"분위기",119
1237,"강사",119
1238,"고영",119
1239,"융복합",119
1240,"불구",118
1241,"평균",118
1242,"공모",118
1243,"사물",118
1244,"특허",118
1245,"법률",118
1246,"광주",118
1247,"세션",118
1248,"표창",118
1249,"자유화",118
1250,"승강기",118
1251,"유지",117
1252,"조건",117
1253,"산업협력",117
1254,"신항",117
1255,"공동진출",117
1256,"울루",117
1257,"김영석",117
1258,"소프트웨어",116
1259,"전라",116
1260,"신흥국",115
1261,"보고서",115
1262,"설정",115
1263,"인턴십",115
1264,"초보",115
1265,"수출입은행",115
1266,"엑스포",115
1267,"임산물",115
1268,"명품",114
1269,"차별화",114
1270,"뉴질랜드",114
1271,"연구소",114
1272,"강연",114
1273,"유행",114
1274,"승인",114
1275,"돌파구",114
1276,"농민",114
1277,"차관보",114
1278,"항만공사",114
1279,"구입",113
1280,"공무원",113
1281,"태평",113
1282,"자국",112
1283,"제2",112
1284,"골자",112
1285,"세일즈",112
1286,"제1차",112
1287,"우즈베키스탄",112
1288,"유라시아",112
1289,"협약식",112
1290,"여부",111
1291,"돌파",111
1292,"유명",111
1293,"앞장",111
1294,"정신",111
1295,"시점",111
1296,"철도",111
1297,"아이템",111
1298,"추천",111
1299,"데이터",111
1300,"수출실적",111
1301,"공산품",110
1302,"게임",110
1303,"건립",110
1304,"신문",110
1305,"뒷받침",110
1306,"기술력",110
1307,"발간",110
1308,"긴밀",110
1309,"수출부진",110
1310,"제10차",110
1311,"기술교류",110
1312,"유통시장",109
1313,"검색",109
1314,"상승",109
1315,"구현",109
1316,"프리미엄",109
1317,"gdp",109
1318,"중국진출",109
1319,"오찬",109
1320,"sedaily",109
1321,"모습",108
1322,"개년",108
1323,"영토",108
1324,"면제",108
1325,"합작",108
1326,"판매자",108
1327,"북경",108
1328,"신기",107
1329,"서류",107
1330,"광저",107
1331,"각료회의",107
1332,"동포",107
1333,"중미",107
1334,"스마트폰",106
1335,"기금",106
1336,"재편",106
1337,"정보통신",106
1338,"파워",106
1339,"김학현",106
1340,"김정관",106
1341,"책임",105
1342,"배포",105
1343,"진단",105
1344,"트럼프",105
1345,"업그레이드",104
1346,"조정",104
1347,"위험",104
1348,"감사",104
1349,"성사",104
1350,"효율적",104
1351,"기본",104
1352,"총재",104
1353,"민관합동",104
1354,"겨냥",103
1355,"미디어",103
1356,"저렴",103
1357,"회원사",103
1358,"임직원",103
1359,"전면",103
1360,"박차",103
1361,"터미널",103
1362,"장비",103
1363,"그리드",103
1364,"경협",103
1365,"송도",103
1366,"대외경제",103
1367,"만금",103
1368,"하루",102
1369,"저성장",102
1370,"홍콩",102
1371,"실질",102
1372,"지도",102
1373,"하거",102
1374,"연장",102
1375,"우편",102
1376,"국가별",102
1377,"공업",102
1378,"성장률",101
1379,"사이",101
1380,"급변",101
1381,"안보",101
1382,"상호",101
1383,"방중",101
1384,"환율",101
1385,"중구",101
1386,"전시관",101
1387,"로봇",100
1388,"노출",100
1389,"공정거래",100
1390,"한국상품",100
1391,"장애인",99
1392,"강국",99
1393,"시너지",99
1394,"박용",99
1395,"조언",98
1396,"시민",98
1397,"국정",98
1398,"공연",98
1399,"안종",98
1400,"asean",98
1401,"6차산업",98
1402,"부스",98
1403,"경련",98
1404,"편리",97
1405,"양재",97
1406,"영국",97
1407,"의사",97
1408,"대국",97
1409,"실천",97
1410,"강점",97
1411,"제1회",97
1412,"원자재",97
1413,"창의",97
1414,"시장진출",97
1415,"인근",97
1416,"사무총장",97
1417,"미용",96
1418,"특파원",96
1419,"아래",96
1420,"계속",96
1421,"간이",96
1422,"이재",96
1423,"구조조정",96
1424,"창립",96
1425,"조달청",96
1426,"소중",96
1427,"kdi",96
1428,"서초구",96
1429,"작용",95
1430,"화제",95
1431,"단위",95
1432,"산업구조",95
1433,"사과",95
1434,"케이",95
1435,"전무",95
1436,"기본계획",95
1437,"청취",95
1438,"선용품",95
1439,"백화점",94
1440,"제기",94
1441,"기초",94
1442,"빅데이터",94
1443,"아의",94
1444,"제거",94
1445,"견인",94
1446,"축제",94
1447,"단기",94
1448,"롯데호텔",94
1449,"권용",94
1450,"증명",93
1451,"최근",93
1452,"점유율",93
1453,"경영자",93
1454,"규제개혁",93
1455,"성장동력",93
1456,"신용",93
1457,"시안",93
1458,"ibk",93
1459,"예결",93
1460,"보도",92
1461,"만족",92
1462,"긍정적",92
1463,"개막",92
1464,"기타",92
1465,"중단",92
1466,"축소",92
1467,"다수",92
1468,"인터뷰",92
1469,"자연",92
1470,"박정",92
1471,"국립",92
1472,"참여국",92
1473,"전시장",92
1474,"농가소득",92
1475,"제한",91
1476,"취약",91
1477,"근무",91
1478,"차이",91
1479,"수단",91
1480,"연평균",91
1481,"시내",91
1482,"북도",91
1483,"수출구조",91
1484,"방산",91
1485,"수교",91
1486,"가량",90
1487,"부품",90
1488,"동영상",90
1489,"완전",90
1490,"시행령",90
1491,"유통산업",90
1492,"중산층",90
1493,"미얀마",90
1494,"교역량",90
1495,"산티아고",90
1496,"신구",90
1497,"수익",89
1498,"저작권",89
1499,"사회적",89
1500,"자사",89
1501,"단순",89
1502,"투명성",89
1503,"전역",89
1504,"협회장",89
1505,"접견",89
1506,"신흥",89
1507,"제3차",89
1508,"시책",89
1509,"참가자",89
1510,"고용노동",89
1511,"착수",88
1512,"가정",88
1513,"의원",88
1514,"년대",88
1515,"선진화",88
1516,"취지",88
1517,"민감",88
1518,"우호",88
1519,"공헌",88
1520,"기조",87
1521,"콘텐츠를",87
1522,"조선",87
1523,"공모전",87
1524,"시도",87
1525,"한도",87
1526,"제4차",87
1527,"특수",87
1528,"연예",87
1529,"본회의",87
1530,"학회",87
1531,"농산품",87
1532,"조달시장",87
1533,"홍보관",87
1534,"엔터테인먼트",86
1535,"개정안",86
1536,"근로자",86
1537,"미만",86
1538,"여인",86
1539,"경제수석",86
1540,"주도하",85
1541,"수급",85
1542,"갈등",85
1543,"바이오",85
1544,"전남도",85
1545,"관세철폐",85
1546,"시장개방",85
1547,"동명",85
