"obs","words","count"
238,"기간",438
239,"yna",438
240,"휘발유",434
241,"시대",427
242,"교육",425
243,"부분",425
244,"전문가",424
245,"자유",424
246,"무단",424
247,"해당",421
248,"조원",418
249,"전재",418
250,"광고",416
251,"매출",414
252,"자원",414
253,"확보",412
254,"재정",407
255,"설립",406
256,"플랫폼",404
257,"법안",404
258,"에너지",402
259,"사례",402
260,"공개",398
261,"의견",397
262,"공정거래위원회",396
263,"조성",395
264,"판단",394
265,"관세",391
266,"확인",391
267,"물류단지",390
268,"대형",388
269,"비용",388
270,"고려",388
271,"재배포",387
272,"만큼",386
273,"국은",383
274,"해서",383
275,"위원장",383
276,"생각",381
277,"개방",381
278,"위안",379
279,"석유제품",379
280,"고용",377
281,"제시",375
282,"가상",375
283,"협회",373
284,"프라",372
285,"이전",371
286,"여부",369
287,"생산",367
288,"육성",367
289,"구매",366
290,"회장",365
291,"주택",365
292,"창업",364
293,"제기",364
294,"유도",364
295,"비중",363
296,"배송",361
297,"부문",358
298,"방문",354
299,"계약",350
300,"일반",349
301,"역할",348
302,"인증",348
303,"경유",348
304,"점검",347
305,"공유",346
306,"gdp",346
307,"통상",345
308,"택배",344
309,"혜택",342
310,"하락",341
311,"장기",341
312,"다음",341
313,"협의",340
314,"방송",338
315,"조정",337
316,"합의",337
317,"제조업",337
318,"방향",336
319,"상장",336
320,"인정",336
321,"과학",335
322,"이익",332
323,"논란",331
324,"핵심",327
325,"결제",326
326,"관행",324
327,"각종",323
328,"확산",323
329,"구조",323
330,"공동",323
331,"방법",323
332,"지속",322
333,"의결권",322
334,"총리",322
335,"기회",321
336,"최고",321
337,"표시",320
338,"제출",319
339,"공사",318
340,"구체",318
341,"현실",317
342,"회원국",316
343,"생활",314
344,"하려",313
345,"가입",313
346,"기획",313
347,"해소",312
348,"그동안",310
349,"인도",310
350,"정치",310
351,"관광",309
352,"금지",309
353,"불공정",307
354,"사람",306
355,"통화",306
356,"감소",304
357,"전국",303
358,"민생",302
359,"쇼핑몰",299
360,"성과",298
361,"책임",297
362,"경영",297
363,"차원",297
364,"접근",296
365,"원칙",295
366,"범위",295
367,"작년",294
368,"내수",291
369,"관심",291
370,"민간",291
371,"일정",291
372,"http",291
373,"실시",290
374,"사실",290
375,"문화",290
376,"침해",290
377,"보험",289
378,"가지",287
379,"기록",286
380,"자금",286
381,"시민",286
382,"경기",286
383,"제외",285
384,"지급",285
385,"페이",284
386,"심사",284
387,"설치",282
388,"통계",282
389,"교통",282
390,"과거",280
391,"부총리",280
392,"구성",279
393,"제재",279
394,"현대",278
395,"신규",278
396,"반면",278
397,"비롯",278
398,"입법",278
399,"통합",278
400,"집행",277
401,"평균",276
402,"혐의",275
403,"이행",275
404,"부당",275
405,"신뢰",274
406,"선정",274
407,"공공",274
408,"영업",274
409,"피해",273
410,"통과",273
411,"북한",272
412,"현장",271
413,"개최",270
414,"대규모",269
415,"사항",269
416,"대한",269
417,"성공",268
418,"인상",268
419,"비교",268
420,"데이터",268
421,"지속적",267
422,"기관",266
423,"건설",265
424,"사이버",265
425,"행사",262
426,"통신",261
427,"ict",261
428,"유럽",260
429,"환급",259
430,"중소",259
431,"단계",258
432,"항공",258
433,"청년",256
434,"위험",256
435,"금리",256
436,"감시",256
437,"수요",255
438,"증권",255
439,"고시",254
440,"조항",254
441,"공정",253
442,"위원",253
443,"장벽",252
444,"자체",252
445,"변경",252
446,"가치",252
447,"대부분",251
448,"준비",251
449,"지난달",250
450,"당시",250
451,"상대",249
452,"이하",249
453,"원산지",249
454,"박근혜",248
455,"참석",248
456,"측면",246
457,"전통",246
458,"개월",246
459,"목적",246
460,"징수",246
461,"수익",245
462,"소송",244
463,"신문",244
464,"지방",244
465,"g20",244
466,"속도",244
467,"시행령",244
468,"요청",244
469,"투자자",243
470,"연장",243
471,"전년",242
472,"이슈",242
473,"지식",242
474,"상태",241
475,"정비",241
476,"허가",240
477,"유가",239
478,"주목",238
479,"보도",238
480,"불법",238
481,"이용자",237
482,"개인정보보호",237
483,"의미",236
484,"식품",235
485,"지정",235
486,"차량",235
487,"상당",235
488,"제안",235
489,"특별",234
490,"센터",234
491,"네이버",234
492,"체결",234
493,"재협상",234
494,"보유",233
495,"보고",233
496,"철폐",232
497,"상반기",232
498,"그룹",231
499,"등록",231
500,"펀드",230
501,"과세",230
502,"apec",230
503,"상승",229
504,"주식",229
505,"검색",228
506,"신설",228
507,"단체",228
508,"청와대",228
509,"첨단",227
510,"확정",227
511,"화물",227
512,"품목",226
513,"공인",226
514,"차등",226
515,"대리",226
516,"반대",225
517,"약속",225
518,"승인",225
519,"목소리",224
520,"구조조정",224
521,"화폐",224
522,"검찰",223
523,"세종",222
524,"작업",221
525,"하거",221
526,"개인",220
527,"비판",220
528,"수수료",219
529,"실제",219
530,"주재",219
531,"가맹",218
532,"운용",218
533,"근거",217
534,"대출",216
535,"요건",216
536,"회복",215
537,"유치",214
538,"달성",214
539,"시정",214
540,"산업혁명",214
541,"하반기",213
542,"근절",213
543,"포털",212
544,"형태",212
545,"폐지",212
546,"진입",211
547,"누리",211
548,"전면",210
549,"사이트",209
550,"쇼핑",209
551,"실적",209
552,"애플",208
553,"동안",207
554,"비율",207
555,"인식",207
556,"기대",206
557,"프로그램",205
558,"오전",203
559,"보안",203
560,"지속가능",203
561,"직원",203
562,"한국경제",203
563,"wto",203
564,"마트",202
565,"자리",202
566,"담합",202
567,"인천",201
568,"분쟁",201
569,"소득",201
570,"자산",200
571,"유출",200
572,"기능",199
573,"영역",199
574,"오늘",198
575,"영국",198
576,"서비스업",198
577,"무엇",196
578,"과도",195
579,"화해",195
580,"사실상",195
581,"급증",195
582,"기사",194
583,"각국",194
584,"남용",194
585,"의지",194
586,"수단",194
587,"카드",193
588,"할부",193
589,"융합",193
590,"발언",193
591,"보장",191
592,"고객",191
593,"양국",190
594,"성장률",190
595,"능력",190
596,"자료",189
597,"역량",189
598,"변호",189
599,"전기",188
600,"하자",188
601,"일보",188
602,"쿠팡",188
603,"납부",188
604,"번째",187
605,"갈등",187
606,"공항",187
607,"마켓",186
608,"요인",186
609,"건강",185
610,"체제",185
611,"개국",185
612,"사이",185
613,"행정",185
614,"여건",184
615,"선진국",182
616,"한국의",182
617,"인증서",182
618,"정유",182
619,"의료",181
620,"현행",181
621,"모델",181
622,"부족",181
623,"외교",181
624,"제정",181
625,"선택",180
626,"홈쇼핑",180
627,"증시",179
628,"역내",179
629,"도움",178
630,"자국",178
631,"어려움",178
632,"법령",178
633,"주민",177
634,"공식",177
635,"나라",177
636,"이해",176
637,"토탈",176
638,"인수",175
639,"과태료",175
640,"유지",174
641,"불과",174
642,"공공기관",174
643,"여성",174
644,"지자체",174
645,"반발",174
646,"asiae",173
647,"합리",173
648,"면제",173
649,"벤처기업",173
650,"오후",172
651,"약관",172
652,"후보",172
653,"간담회",172
654,"베이",171
655,"동력",171
656,"도전",171
657,"국경",171
658,"물량",171
659,"언급",171
660,"공장",170
661,"소상공인",170
662,"etnews",170
663,"감독",170
664,"신청",168
665,"보조금",167
666,"특허",167
667,"아시",167
668,"최종",167
669,"파악",167
670,"인하",167
671,"조직",166
672,"사태",166
673,"인사",166
674,"강력",165
675,"위협",165
676,"환영",165
677,"연간",164
678,"인력",164
679,"공시",164
680,"취지",164
681,"스마트",163
682,"여기",163
683,"으로",163
684,"여러분",163
685,"공기업",163
686,"장관회의",163
687,"동북",163
688,"보기",163
689,"주문",162
690,"서민",162
691,"현황",162
692,"발효",162
693,"국세청",162
694,"신산업",161
695,"호텔",161
696,"부과금",161
697,"법원",160
698,"자신",160
699,"모두",160
700,"수집",160
701,"향상",159
702,"복합",159
703,"규범",159
704,"차이",158
705,"방지",158
706,"게임",157
707,"생태계",157
708,"연합",157
709,"보고서",157
710,"직접",157
711,"자본",157
712,"현물",157
713,"보완",157
714,"확충",156
715,"의약품",156
716,"지분",155
717,"행동",155
718,"담당",155
719,"감경",155
720,"체납자",155
721,"세상",154
722,"경영권",154
723,"대통령의",154
724,"부가가치세",154
725,"모습",153
726,"저렴",153
727,"저해",153
728,"취약",152
729,"프로젝트",152
730,"대학",152
731,"수사",152
732,"newsis",152
733,"종합",152
734,"가구",152
735,"출범",152
736,"하도급",152
737,"외국인",152
738,"노동",151
739,"멕시코",151
740,"지위",151
741,"임대주택",151
742,"리스크",151
743,"민주",150
744,"실현",150
745,"배달",150
746,"운송",150
747,"체납",150
748,"현지",149
749,"학생",149
750,"법인",149
751,"철강",149
752,"착수",148
753,"아마존",148
754,"콘텐츠",148
755,"경찰",148
756,"시점",148
757,"지하",148
758,"증진",148
759,"집단",148
760,"공약",148
761,"예방",147
762,"hankyung",147
763,"청사",147
764,"의결",147
765,"오픈",146
766,"판결",146
767,"유사",146
768,"둔화",146
769,"세액공제",146
770,"바탕",145
771,"자유무역협정",145
772,"발의",145
773,"제약",145
774,"민주화",144
775,"신성장",144
776,"압박",144
777,"가이드라인",144
778,"완료",144
779,"불공정행위",144
780,"얘기",143
781,"신속",143
782,"뉴시스",143
783,"물품",143
784,"현상",143
785,"처벌",143
786,"절반",142
787,"제조",142
788,"조건",142
789,"투명성",142
790,"해석",142
791,"요금",142
792,"중단",141
793,"포인트",140
794,"발급",140
795,"미국은",140
796,"조세",140
797,"fnnews",140
798,"경험",139
799,"촉구",139
800,"업자",139
801,"통관",139
802,"수립",138
803,"벤처",138
804,"대체",138
805,"공간",138
806,"검증",138
807,"전반",137
808,"특파원",137
809,"누구",137
810,"예산",137
811,"취임",137
812,"처음",136
813,"적발",136
814,"수급",136
815,"정상",136
816,"감안",136
817,"내부",136
818,"축소",136
819,"국무회의",136
820,"협정문",136
821,"입찰",136
822,"혼합",135
823,"인구",135
824,"사전",135
825,"oecd",135
826,"동의",135
827,"주제",135
828,"한계",135
829,"원장",135
830,"공정거래법",134
831,"선물",134
832,"투입",134
833,"회피",134
834,"소비자보호",134
835,"반독점",134
836,"국무",133
837,"소속",133
838,"주주",133
839,"특정",133
840,"포럼",133
841,"개편",133
842,"계열사",133
843,"소재",132
844,"주민등록번호",132
845,"유럽연합",132
846,"공정거래",132
847,"연내",132
848,"연계",131
849,"홈페이지",131
850,"개입",131
851,"차단",131
852,"단속",131
853,"비즈니스",130
854,"발굴",130
855,"설비",130
856,"시각",130
857,"공무원",130
858,"php",130
859,"mtview",130
860,"직구",129
861,"우수",129
862,"의무화",129
863,"의혹",129
864,"기자",129
865,"주소",129
866,"과장",129
867,"라인",128
868,"존재",128
869,"진흥",128
870,"감사",128
871,"정보기술",128
872,"심의",128
873,"포스",128
874,"리터당",128
875,"지수",127
876,"품질",127
877,"균형",127
878,"거대",127
879,"불편",127
880,"작용",126
881,"입주",126
882,"문재",126
883,"언론",125
884,"기재",125
885,"처분",125
886,"대선",125
887,"새해",124
888,"추세",124
889,"여행",124
890,"행복",124
891,"배치",124
892,"모색",124
893,"nafta",124
894,"화장품",123
895,"고발",123
896,"등장",122
897,"스타트",122
898,"적절",122
899,"벌금",122
900,"부가세",122
901,"수용",121
902,"기금",121
903,"단순",121
904,"손실",121
905,"면세",121
906,"건의",121
907,"중간",121
908,"농업",121
909,"악화",121
910,"기본",121
911,"자율",121
912,"골자",121
913,"규칙",121
914,"주력",120
915,"전력",120
916,"단지",120
917,"해주",120
918,"계속",120
919,"협조",120
920,"매입",120
921,"네트워크",119
922,"심각",119
923,"절감",119
924,"소프트웨어",119
925,"인센티브",119
926,"축하",118
927,"공격",118
928,"물류시설",118
929,"정유업계",118
930,"재산",117
931,"기초",117
932,"시아",117
933,"연결",117
934,"차례",117
935,"중점",117
936,"요소",117
937,"모니터링",117
938,"까지",116
939,"조달",116
940,"헤럴드경제",116
941,"트럭",116
942,"정무",116
943,"주의",115
944,"인터뷰",115
945,"lpg",115
946,"행정부",115
947,"권리",114
948,"민국",114
949,"선언",114
950,"연금",114
951,"리츠",114
952,"하루",113
953,"스북",113
954,"스탠드",113
955,"지적재산권",113
956,"의제",113
957,"교역",113
958,"news",113
959,"불구",112
960,"불만",112
961,"하고",112
962,"월세",112
963,"러시",112
964,"대안",112
965,"마무리",112
966,"국유기업",112
967,"채택",112
968,"농산물",111
969,"항목",111
970,"정상화",111
971,"진단",111
972,"국제유가",111
973,"최근",110
974,"heraldcorp",110
975,"신용카드",110
976,"형성",110
977,"주파수",110
978,"농협",110
979,"실패",110
980,"시진핑",110
981,"통신위원회",110
982,"중견",109
983,"베트남",109
984,"개별",109
985,"하라",109
986,"수행",109
987,"주도",109
988,"주석",109
989,"범죄",109
990,"상무",108
991,"스마트폰",108
992,"임금",108
993,"상생",108
994,"하도급법",108
995,"권익",108
996,"거부",108
997,"병원",108
998,"세월",108
999,"푸드",108
1000,"환율",108
1001,"점유율",107
1002,"보수",107
1003,"근본적",107
1004,"마찬가지",107
1005,"역사",107
1006,"국내외",107
1007,"발행",107
1008,"유통산업",107
1009,"통신판매업",107
1010,"경비",107
1011,"브랜드",106
1012,"코스",106
1013,"수요가",106
1014,"서버",106
1015,"소개",106
1016,"맞춤형",106
1017,"활력",106
1018,"점수",106
1019,"감면",106
1020,"사안",106
1021,"안보",106
1022,"정보통신기술",106
1023,"체감",106
1024,"마지막",106
1025,"불합리",106
1026,"측은",105
1027,"학교",105
1028,"동향",105
1029,"할인",105
1030,"부진",105
1031,"다음달",105
1032,"추정",104
1033,"긍정적",104
1034,"지배구조",104
1035,"번호",104
1036,"파이낸셜",104
1037,"다수",104
1038,"신용",104
1039,"이동통신",103
1040,"불확실",103
1041,"마케팅",103
1042,"불가능",103
1043,"지도",103
1044,"법상",103
1045,"나프타",103
1046,"손해배상",103
1047,"표준",103
1048,"합동",103
1049,"타임스",103
1050,"불안",102
1051,"별도",102
1052,"전반적",102
1053,"분위기",102
1054,"권고",102
1055,"세미나",102
1056,"생산성",101
1057,"규정하",101
1058,"중앙",101
1059,"자회사",101
1060,"상권",101
1061,"재생",101
1062,"가속화",101
1063,"빅데이터",101
1064,"본인",101
1065,"제거",101
1066,"간소화",101
1067,"자본시장",101
1068,"불공정거래",101
1069,"보복",101
1070,"클라우드",100
1071,"새정치",100
1072,"삭제",100
1073,"동반자",100
1074,"희망",100
1075,"복잡",100
1076,"의료기기",100
1077,"과잉",100
1078,"기름값",100
1079,"정확",100
1080,"다국적",100
1081,"석유시장",100
1082,"호주",99
1083,"정리",99
1084,"취업",99
1085,"타격",99
1086,"설정",99
1087,"위축",99
1088,"사유",99
1089,"국장",99
1090,"분류",99
1091,"접수",99
1092,"지연",99
1093,"국정감사",99
1094,"확립",99
1095,"위치",98
1096,"근로자",98
1097,"직면",98
1098,"구조개혁",98
1099,"현금",98
1100,"유리",98
1101,"비트",98
1102,"관계장관회의",98
1103,"정상회의",98
1104,"법인세",98
1105,"공정거래위원장",98
1106,"계기",97
1107,"타결",97
1108,"유망",97
1109,"보증",97
1110,"취소",97
1111,"통제",97
1112,"소통",97
1113,"투자하",97
1114,"긴급",97
1115,"손해",97
1116,"통보",97
1117,"전달",97
1118,"외부",97
1119,"관점",97
1120,"실효성",97
1121,"교환",97
1122,"부가가치",97
1123,"부상",96
1124,"본부",96
1125,"실질적",96
1126,"환자",96
1127,"가중",96
1128,"해지",96
1129,"사진",96
1130,"국정",96
1131,"재산권",96
1132,"네거티브",96
1133,"이중",96
1134,"장려",96
1135,"저작권자",96
1136,"부합",96
1137,"type",96
1138,"챕터",95
1139,"출시",95
1140,"집계",95
1141,"홍보",95
1142,"본격적",95
1143,"카카오",95
1144,"의사",95
1145,"기한",95
1146,"독점",95
1147,"채권",95
1148,"점포",95
1149,"세부",95
1150,"세제",95
1151,"검사",94
1152,"초점",94
1153,"뒷받침",94
1154,"음식",94
1155,"부회장",94
1156,"국내총생산",94
1157,"확장",93
1158,"철회",93
1159,"국영기업",93
1160,"구분",93
1161,"최소화",92
1162,"트렌드",92
1163,"전세계",92
1164,"브리핑",92
1165,"사상",92
1166,"채널",92
1167,"반복",92
1168,"사장",92
1169,"고민",92
1170,"재확인",92
1171,"구제",92
1172,"보상",92
1173,"오프",91
1174,"지방자치단체",91
1175,"이외",91
1176,"전용",91
1177,"토론",91
1178,"핀테크",91
1179,"의도",91
1180,"충분",91
1181,"탈세",91
1182,"로켓",91
1183,"권한",91
1184,"유류세",91
1185,"상향",90
1186,"유형",90
1187,"지표",90
1188,"시급",90
1189,"영향력",90
1190,"증대",90
1191,"준수",90
1192,"goo",90
1193,"유통업",89
1194,"공상",89
1195,"강제",89
1196,"총국",89
1197,"연말",88
1198,"성장동력",88
1199,"위반행위",88
1200,"불필요",88
1201,"최소",88
1202,"추천",88
1203,"수석",88
1204,"전쟁",88
1205,"토록",88
1206,"원인",88
1207,"비슷",88
1208,"효율성",88
1209,"보호무역주의",88
1210,"개설",87
1211,"구입",87
1212,"사물",87
1213,"이름",87
1214,"마을",87
1215,"기구",87
1216,"모범",87
1217,"대금",87
1218,"부지",87
1219,"불가피",87
1220,"매매",87
1221,"도널드",87
1222,"가정",86
1223,"공급자",86
1224,"엄격",86
1225,"그간",86
1226,"당부",86
1227,"매각",86
1228,"부산",86
1229,"관측",85
1230,"하이",85
1231,"copyrights",85
1232,"연구소",85
1233,"세율",85
1234,"신중",85
1235,"물건",85
1236,"미만",85
1237,"토론회",85
1238,"가짜",85
1239,"중개",85
1240,"자영업자",85
1241,"유통업체",84
1242,"반도체",84
1243,"치열",84
1244,"이젠",84
1245,"가맹점",84
1246,"심화",84
1247,"걸림돌",84
1248,"극복",84
1249,"실장",84
1250,"한반도",84
1251,"환태평양",84
1252,"용역",84
1253,"공공요금",84
1254,"예측",83
1255,"배경",83
1256,"주변",83
1257,"피해자",83
1258,"확실",83
1259,"heraldbiz",83
1260,"결합",83
1261,"년대",83
1262,"수익률",83
1263,"인터넷을",83
1264,"이사",83
1265,"특혜",83
1266,"대우",83
1267,"원유",83
1268,"인수합병",83
1269,"지주회사",83
1270,"현재",83
1271,"영세",83
1272,"부작용",83
1273,"건전",83
1274,"주도하",82
1275,"내달",82
1276,"sns",82
1277,"단말기",82
1278,"주체",82
1279,"유로",82
1280,"부패",82
1281,"유예",82
1282,"입법예고",82
1283,"화물차",82
1284,"무역협정",82
1285,"탈퇴",82
1286,"지배적",81
1287,"역대",81
1288,"부채",81
1289,"지구",81
1290,"가족",81
1291,"임대",81
1292,"출자",81
1293,"해도",81
1294,"폐기",81
1295,"전날",81
1296,"해양",81
1297,"기후",81
1298,"초래",81
1299,"비준",81
1300,"훼손",81
1301,"imf",81
1302,"투명",80
1303,"택시",80
1304,"프리",80
1305,"한도",80
1306,"사들",80
1307,"해킹",80
1308,"영화",79
1309,"조선",79
1310,"급성장",79
1311,"정보화",79
1312,"학원",79
1313,"체인",79
1314,"강국",79
1315,"당초",79
1316,"방어",79
1317,"사후",79
1318,"연기",79
1319,"최신",79
1320,"분리",79
1321,"혁명",79
1322,"의회",79
1323,"공조",79
1324,"서비스산업",79
1325,"상의",79
1326,"용어",79
1327,"물가",79
1328,"리츠가",79
1329,"가량",78
1330,"이내",78
1331,"명확",78
1332,"재벌",78
1333,"지금",78
1334,"완전",78
1335,"경제활성화",78
1336,"우선",78
1337,"조기",78
1338,"경제성장률",78
1339,"유통업계",77
1340,"최초",77
1341,"창업자",77
1342,"구역",77
1343,"위탁",77
1344,"전화",77
1345,"복지",77
1346,"구현",77
1347,"금융당국",77
1348,"금융회사",77
1349,"특례",77
1350,"유엔",77
1351,"개념",77
1352,"합병",77
1353,"시정명령",77
1354,"계약서",77
1355,"오징어",77
1356,"단일시장",77
1357,"납품",76
1358,"농수산물",76
1359,"수정",76
1360,"구상",76
1361,"신기",76
1362,"아이디어",76
1363,"차별",76
1364,"시도",76
1365,"주가",76
1366,"소규모",76
1367,"규제완화",76
1368,"금융기관",76
1369,"농촌",76
1370,"추구",76
1371,"약화",76
1372,"돌파",75
1373,"정착",75
1374,"뉴시",75
1375,"허브",75
1376,"계층",75
1377,"관광객",75
1378,"장치",75
1379,"채용",75
1380,"침체",75
1381,"나머지",75
1382,"외환",75
1383,"정당",75
1384,"유류",75
1385,"허위",75
1386,"작성",74
1387,"오바",74
1388,"홍콩",74
1389,"본부장",74
1390,"공감",74
1391,"막대",74
1392,"광범위",74
1393,"격차",74
1394,"제2차",74
1395,"재계",74
1396,"보장하",74
1397,"겨냥",73
1398,"본사",73
1399,"소식",73
1400,"소유",73
1401,"억제",73
1402,"팀장",73
1403,"부정",73
1404,"개시",73
1405,"아마존이",72
1406,"이미지",72
1407,"1분기",72
1408,"종전",72
1409,"대외",72
1410,"대중",72
1411,"주간",72
1412,"청구",72
1413,"직후",72
1414,"전담",72
1415,"실행",72
1416,"정보통신망",72
1417,"역차별",72
1418,"후속조치",72
1419,"정제",72
1420,"해제",72
1421,"금리인상",72
1422,"고액",72
1423,"적정",71
1424,"중복",71
1425,"가계부채",71
1426,"과감",71
1427,"수도권",71
1428,"이야기",71
1429,"직업",71
1430,"이탈",71
1431,"테러",71
1432,"매일",71
1433,"개사",71
1434,"사업장",71
1435,"스포츠",71
1436,"법제",71
1437,"적자",71
1438,"정치권",71
1439,"특송",71
1440,"개정령",71
1441,"한류",70
1442,"사용자",70
1443,"제고",70
1444,"청문회",70
1445,"근무",70
1446,"인간",70
1447,"질문",70
1448,"자사",70
1449,"아이",70
1450,"걱정",70
1451,"위주",70
1452,"재편",70
1453,"효율적",70
1454,"일환",70
1455,"자발적",70
1456,"정권",70
1457,"일각",70
1458,"차관",70
1459,"여지",70
1460,"독과점",70
1461,"인공지능",70
1462,"정통부",70
1463,"제조업체",69
1464,"무인",69
1465,"대화",69
1466,"산정",69
1467,"비전",69
1468,"일본의",69
1469,"노인",69
1470,"주식시장",69
1471,"최저",69
1472,"여력",69
1473,"선거",69
1474,"환적",69
1475,"역직",68
1476,"명령",68
1477,"어린이",68
1478,"감축",68
1479,"내놨다",68
1480,"청약",68
1481,"뱅크",68
1482,"행태",68
1483,"세계무역기구",68
1484,"야당",68
1485,"내외",68
1486,"신선",67
1487,"성장세",67
1488,"의식",67
1489,"토대",67
1490,"활발",67
1491,"저우",67
1492,"운동",67
1493,"신뢰성",67
1494,"예외",67
1495,"기본법",67
1496,"제한적",67
1497,"회원",67
1498,"중앙회",67
1499,"제주",67
1500,"골프",67
1501,"공모",66
1502,"아래",66
1503,"양질",66
1504,"습관",66
1505,"노동자",66
1506,"장소",66
1507,"금융시장",66
1508,"저장",66
1509,"여론",66
1510,"기본적",66
1511,"전파",66
1512,"보존",66
1513,"터미널",66
1514,"재원",66
1515,"단기",66
1516,"양자",66
1517,"다자",66
1518,"압력",66
1519,"석탄",66
1520,"숫자",66
1521,"부정적",66
1522,"점거",66
1523,"백화점",65
1524,"개년",65
1525,"출연",65
1526,"철도",65
1527,"공제",65
1528,"임원",65
1529,"패러다임",65
1530,"축산",65
1531,"규율",65
1532,"노출",65
1533,"초과",65
1534,"집단소송",65
1535,"협업",64
1536,"서류",64
1537,"승소",64
1538,"현안",64
1539,"자문",64
1540,"거점",64
1541,"재단",64
1542,"골목",64
1543,"대국",64
1544,"청소년",64
1545,"리커창",64
1546,"특수",64
1547,"프랑스",64
1548,"파트너",64
1549,"프로세스",64
1550,"정의",64
1551,"유통구조",64
1552,"밀접",64
1553,"면세점",64
1554,"수혜",63
1555,"성격",63
1556,"조작",63
1557,"사모",63
1558,"상위",63
1559,"본격화",63
1560,"지출",63
1561,"잠재력",63
1562,"개소",63
1563,"국외",63
1564,"종합적",63
1565,"총괄",63
1566,"정보통신",63
1567,"경고",63
1568,"질서",63
1569,"미국산",63
1570,"상하",63
1571,"혁파",63
1572,"특허권",63
1573,"대변인",63
1574,"시행규칙",63
1575,"압류",63
1576,"미디어",62
1577,"엔진",62
1578,"스타",62
1579,"혁신적",62
1580,"거리",62
